,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
100,3.0,Augur of Autumn,R,Creature,4.49,2.71,5.15,3.01,0.03,0.23,70903.0,4.6,{1}{G}{G},"You may look at the top card of your library any time.You may play lands from the top of your library.Coven— As long as you control three or more creatures with different powers, you may cast creature spells from the top of your library.",2/3,https://scryfall.com/card/dbl/168/augur-of-autumn
101,4.0,Bear Umbra,R,Enchantment,4.49,2.84,4.05,2.33,0.02,0.54,70667.0,4.6,{2}{G}{G},"Enchant creatureEnchanted creature gets +2/+2 and has “Whenever this creature attacks, untap all lands you control.”Totem armor(If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)",,https://scryfall.com/card/woc/121/bear-umbra
102,3.0,Courser of Kruphix,R,Creature,0.99,0.75,1.1,1.04,0.02,0.21,70640.0,4.6,{1}{G}{G},"Play with the top card of your library revealed.You may play lands from the top of your library.Landfall— Whenever a land enters the battlefield under your control, you gain 1 life.",2/4,https://scryfall.com/card/cmm/888/courser-of-kruphix
103,7.0,Nyxbloom Ancient,M,Creature,32.99,23.2,29.48,11.9,0.25,1.28,69721.0,4.5,{4}{G}{G}{G},"TrampleIf you tap a permanent for mana, it produces three times as much of that mana instead.",5/5,https://scryfall.com/card/thb/190/nyxbloom-ancient
104,3.0,"Rishkar, Peema Renegade",U,Creature,0.39,0.18,0.26,0.17,0.02,0.22,69250.0,4.5,{2}{G},"When Rishkar, Peema Renegade enters the battlefield, put a +1/+1 counter on each of up to two target creatures.Each creature you control with a counter on it has “{T}: Add{G}.”",2/2,https://scryfall.com/card/cmm/317/rishkar-peema-renegade
105,2.0,Rattleclaw Mystic,R,Creature,0.79,0.5,0.73,0.29,0.02,0.13,16342.0,4.5,{1}{G},"{T}: Add{G},{U}, or{R}.Morph{2}(You may cast this card face down as a 2/2 creature for{3}. Turn it face up any time for its morph cost.)When Rattleclaw Mystic is turned face up, add{G}{U}{R}.",2/1,https://scryfall.com/card/ktk/144/rattleclaw-mystic
106,2.0,Priest of Titania,C,Creature,4.99,3.75,5.15,2.21,0.2,0.64,68746.0,4.5,{1}{G},{T}: Add{G}for each Elf on the battlefield.,1/1,https://scryfall.com/card/plist/932/priest-of-titania
107,1.0,Delighted Halfling,R,Creature,11.99,9.15,11.05,10.44,1.38,0.56,68555.0,4.4,{G},"{T}: Add{C}.{T}: Add one mana of any color. Spend this mana only to cast a legendary spell, and that spell can’t be countered.",1/2,https://scryfall.com/card/ltr/158/delighted-halfling
108,1.0,Burgeoning,R,Enchantment,19.99,14.66,17.68,13.87,2.83,0.86,67440.0,4.4,{G},"Whenever an opponent plays a land, you may put a land card from your hand onto the battlefield.",,https://scryfall.com/card/plist/1208/burgeoning
109,2.0,Tear Asunder,U,Instant,2.99,2.78,2.94,1.72,0.02,0.15,31698.0,4.4,{1}{G},"Kicker{1}{B}(You may pay an additional{1}{B}as you cast this spell.)Exile target artifact or enchantment. If this spell was kicked, exile target nonland permanent instead.",,https://scryfall.com/card/dmu/183/tear-asunder
110,3.0,Search for Tomorrow,C,Sorcery,0.35,0.15,0.11,0.08,0.03,0.12,67179.0,4.4,{2}{G},"Search your library for a basic land card, put it onto the battlefield, then shuffle.Suspend 2—{G}(Rather than cast this card from your hand, you may pay{G}and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)",,https://scryfall.com/card/who/234/search-for-tomorrow
111,2.0,Cryptolith Rite,R,Enchantment,16.99,13.61,15.47,7.91,0.02,0.42,67129.0,4.4,{1}{G},Creatures you control have “{T}: Add one mana of any color.”,,https://scryfall.com/card/sir/192/cryptolith-rite
112,6.0,"Vorinclex, Monstrous Raider",M,Creature,42.99,41.51,47.91,30.0,0.79,1.79,67060.0,4.4,{4}{G}{G},"Trample, hasteIf you would put one or more counters on a permanent or player, put twice that many of each of those kinds of counters on that permanent or player instead.If an opponent would put one or more counters on a permanent or player, they put half that many of each of those kinds of counters on that permanent or player instead, rounded down.",6/6,https://scryfall.com/card/khm/199/vorinclex-monstrous-raider
113,3.0,"Selvala, Heart of the Wilds",M,Creature,9.99,8.24,9.58,8.8,1.68,0.79,66885.0,4.3,{1}{G}{G},"Whenever another creature enters the battlefield, its controller may draw a card if its power is greater than each other creature’s power.{G},{T}: Add X mana in any combination of colors, where X is the greatest power among creatures you control.",2/3,https://scryfall.com/card/cmm/320/selvala-heart-of-the-wilds
114,3.0,"Jaheira, Friend of the Forest",R,Creature,5.99,5.23,3.68,1.99,5.84,0.32,65121.0,4.2,{2}{G},Tokens you control have “{T}: Add{G}.”Choose a Background(You can have a Background as a second commander.),2/3,https://scryfall.com/card/clb/237/jaheira-friend-of-the-forest
115,4.0,Splendid Reclamation,R,Sorcery,1.99,0.93,2.2,0.92,0.02,0.46,64984.0,4.2,{3}{G},Return all land cards from your graveyard to the battlefield tapped.,,https://scryfall.com/card/sir/216/splendid-reclamation
116,3.0,Hunter's Insight,U,Instant,0.35,0.16,0.18,0.1,0.03,0.16,64980.0,4.2,{2}{G},"Choose target creature you control. Whenever that creature deals combat damage to a player or planeswalker this turn, draw that many cards.",,https://scryfall.com/card/cmm/296/hunters-insight
117,4.0,Migration Path,U,Sorcery,0.35,0.19,0.73,0.17,0.02,0.07,64840.0,4.2,{3}{G},"Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.Cycling{2}({2}, Discard this card: Draw a card.)",,https://scryfall.com/card/lcc/246/migration-path
118,3.0,Colossal Majesty,U,Enchantment,1.79,0.8,1.84,0.59,0.03,0.12,64794.0,4.2,{2}{G},"At the beginning of your upkeep, if you control a creature with power 4 or greater, draw a card.",,https://scryfall.com/card/j22/87/colossal-majesty
119,4.0,"Saryth, the Viper's Fang",R,Creature,2.79,2.12,2.94,1.87,0.03,0.43,64789.0,4.2,{2}{G}{G},"Other tapped creatures you control have deathtouch.Other untapped creatures you control have hexproof.{1},{T}: Untap another target creature or land you control.",3/4,https://scryfall.com/card/dbl/197/saryth-the-vipers-fang
120,6.0,Kodama of the East Tree,R,Creature,4.99,3.43,4.05,3.6,7.32,0.94,64592.0,4.2,{4}{G}{G},"ReachWhenever another permanent enters the battlefield under your control, if it wasn’t put onto the battlefield with this ability, you may put a permanent card with equal or lesser mana value from your hand onto the battlefield.Partner(You can have two commanders if both have partner.)",6/6,https://scryfall.com/card/cmr/239/kodama-of-the-east-tree
121,3.0,Roiling Regrowth,U,Instant,0.49,0.24,0.73,0.16,0.03,0.07,64467.0,4.2,{2}{G},"Sacrifice a land. Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",,https://scryfall.com/card/znr/201/roiling-regrowth
122,2.0,Cankerbloom,U,Creature,0.39,0.6,0.55,0.13,0.03,0.21,64466.0,4.2,{1}{G},"{1}, Sacrifice Cankerbloom: Choose one —• Destroy target artifact.• Destroy target enchantment.• Proliferate.(Choose any number of permanents and/or players, then give each another counter of each kind already there.)",3/2,https://scryfall.com/card/one/161/cankerbloom
123,4.0,Wilderness Reclamation,U,Enchantment,2.49,1.74,2.57,1.24,0.03,0.83,64284.0,4.2,{3}{G},"At the beginning of your end step, untap all lands you control.",,https://scryfall.com/card/c20/196/wilderness-reclamation
124,3.0,Tribute to the World Tree,R,Enchantment,9.99,7.04,10.31,5.0,0.09,0.32,64212.0,4.2,{G}{G}{G},"Whenever a creature enters the battlefield under your control, draw a card if its power is 3 or greater. Otherwise, put two +1/+1 counters on it.",,https://scryfall.com/card/mom/211/tribute-to-the-world-tree
125,6.0,Ancient Greenwarden,M,Creature,17.99,10.58,18.42,9.39,0.35,0.56,64087.0,4.2,{4}{G}{G},"ReachYou may play lands from your graveyard.If a land entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",5/7,https://scryfall.com/card/znr/178/ancient-greenwarden
126,3.0,Managorger Hydra,R,Creature,0.79,0.53,0.73,0.42,0.02,0.42,63927.0,4.1,{2}{G},"TrampleWhenever a player casts a spell, put a +1/+1 counter on Managorger Hydra.",1/1,https://scryfall.com/card/moc/307/managorger-hydra
127,3.0,Kodama of the West Tree,M,Creature,14.99,9.14,13.26,8.77,0.33,0.48,63642.0,4.1,{2}{G},"ReachModified creatures you control have trample.(Equipment, Auras you control, and counters are modifications.)Whenever a modified creature you control deals combat damage to a player, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",3/3,https://scryfall.com/card/neo/199/kodama-of-the-west-tree
128,1.0,Dig Up,R,Sorcery,0.99,0.51,0.73,0.41,0.02,0.18,29928.0,4.1,{G},"Cleave{1}{B}{B}{G}(You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)Search your library for a [basic land] card, [reveal it,] put it into your hand, then shuffle.",,https://scryfall.com/card/dbl/464/dig-up
129,6.0,"Kogla, the Titan Ape",R,Creature,2.29,0.89,2.94,1.49,0.03,0.42,63127.0,4.1,{3}{G}{G}{G},"When Kogla, the Titan Ape enters the battlefield, it fights up to one target creature you don’t control.Whenever Kogla attacks, destroy target artifact or enchantment defending player controls.{1}{G}: Return target Human you control to its owner’s hand. Kogla gains indestructible until end of turn.",7/6,https://scryfall.com/card/iko/162/kogla-the-titan-ape
130,7.0,Zendikar Resurgent,R,Enchantment,3.99,2.96,4.05,2.08,0.02,0.53,61691.0,4.0,{5}{G}{G},"Whenever you tap a land for mana, add one mana of any type that land produced.(The types of mana are white, blue, black, red, green, and colorless.)Whenever you cast a creature spell, draw a card.",,https://scryfall.com/card/plist/199/zendikar-resurgent
131,4.0,Explosive Vegetation,U,Sorcery,0.79,0.41,0.73,0.24,0.03,0.13,61256.0,4.0,{3}{G},"Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",,https://scryfall.com/card/dmc/132/explosive-vegetation
132,8.0,Terastodon,R,Creature,0.79,0.3,0.73,0.23,0.02,0.59,60932.0,4.0,{6}{G}{G},"When Terastodon enters the battlefield, you may destroy up to three target noncreature permanents. For each permanent put into a graveyard this way, its controller creates a 3/3 green Elephant creature token.",9/9,https://scryfall.com/card/p30a/18/terastodon
133,3.0,"Jinnie Fay, Jetmir's Second",R,Creature,0.59,0.44,0.55,0.35,0.02,0.24,15145.0,3.9,{R/G}{G}{G/W},"If you would create one or more tokens, you may instead create that many 2/2 green Cat creature tokens with haste or that many 3/1 green Dog creature tokens with vigilance.",3/3,https://scryfall.com/card/snc/195/jinnie-fay-jetmirs-second
134,2.0,Gyre Sage,R,Creature,1.49,1.17,1.84,1.03,0.02,0.22,58942.0,3.8,{1}{G},"Evolve(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.){T}: Add{G}for each +1/+1 counter on Gyre Sage.",1/2,https://scryfall.com/card/moc/300/gyre-sage
135,1.0,Snakeskin Veil,C,Instant,0.35,0.11,0.11,0.12,0.03,0.17,58824.0,3.8,{G},Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn.,,https://scryfall.com/card/cmm/323/snakeskin-veil
136,4.0,Tempt with Discovery,R,Sorcery,1.99,2.69,1.1,0.57,2.49,0.44,58619.0,3.8,{3}{G},"Tempting offer— Search your library for a land card and put it onto the battlefield. Each opponent may search their library for a land card and put it onto the battlefield. For each opponent who searches a library this way, search your library for a land card and put it onto the battlefield. Then each player who searched a library this way shuffles.",,https://scryfall.com/card/ltc/532/tempt-with-discovery
137,4.0,"Goreclaw, Terror of Qal Sisma",U,Creature,0.79,0.47,0.73,0.26,0.02,0.26,58035.0,3.8,{3}{G},"Creature spells you cast with power 4 or greater cost{2}less to cast.Whenever Goreclaw, Terror of Qal Sisma attacks, each creature you control with power 4 or greater gets +1/+1 and gains trample until end of turn.",4/3,https://scryfall.com/card/cmm/293/goreclaw-terror-of-qal-sisma
138,4.0,Force of Vigor,R,Instant,24.99,21.51,25.79,25.14,16.25,0.83,57714.0,3.7,{2}{G}{G},"If it’s not your turn, you may exile a green card from your hand rather than pay this spell’s mana cost.Destroy up to two target artifacts and/or enchantments.",,https://scryfall.com/card/h1r/21/force-of-vigor
139,5.0,"Ashaya, Soul of the Wild",M,Creature,14.99,9.25,14.0,6.62,0.29,0.63,57629.0,3.7,{3}{G}{G},"Ashaya, Soul of the Wild’s power and toughness are each equal to the number of lands you control.Nontoken creatures you control are Forest lands in addition to their other types.(They’re still affected by summoning sickness.)",*/*,https://scryfall.com/card/znr/179/ashaya-soul-of-the-wild
140,5.0,"Garruk, Primal Hunter",M,Planeswalker,2.29,1.27,2.2,1.07,0.03,0.16,56715.0,3.7,{2}{G}{G}{G},+1: Create a 3/3 green Beast creature token.−3: Draw cards equal to the greatest power among creatures you control.−6: Create a 6/6 green Wurm creature token for each land you control.,Loyalty: 3,https://scryfall.com/card/c21/190/garruk-primal-hunter
141,3.0,Elvish Archdruid,R,Creature,0.69,0.61,0.73,0.97,0.02,0.54,56714.0,3.7,{1}{G}{G},Other Elf creatures you control get +1/+1.{T}: Add{G}for each Elf you control.,2/2,https://scryfall.com/card/ltc/237/elvish-archdruid
142,4.0,Timeless Witness,U,Creature,0.69,0.19,0.73,0.2,0.03,0.14,56628.0,3.7,{2}{G}{G},"When Timeless Witness enters the battlefield, return target card from your graveyard to your hand.Eternalize{5}{G}{G}({5}{G}{G}, Exile this card from your graveyard: Create a token that’s a copy of it, except it’s a 4/4 black Zombie Human Shaman with no mana cost. Eternalize only as a sorcery.)",2/1,https://scryfall.com/card/j21/654/timeless-witness
143,6.0,Soul of the Harvest,R,Creature,1.79,0.72,1.84,0.86,0.02,0.22,55143.0,3.6,{4}{G}{G},"TrampleWhenever another nontoken creature enters the battlefield under your control, you may draw a card.",6/6,https://scryfall.com/card/jmp/432/soul-of-the-harvest
144,8.0,End-Raze Forerunners,R,Creature,0.69,0.25,0.73,0.14,0.02,0.35,54928.0,3.6,{5}{G}{G}{G},"Vigilance, trample, hasteWhen End-Raze Forerunners enters the battlefield, other creatures you control get +2/+2 and gain vigilance and trample until end of turn.",7/7,https://scryfall.com/card/gn3/97/end-raze-forerunners
145,2.0,Life from the Loam,R,Sorcery,10.99,7.7,10.31,7.59,0.76,0.5,54925.0,3.6,{1}{G},"Return up to three target land cards from your graveyard to your hand.Dredge 3(If you would draw a card, you may mill three cards instead. If you do, return this card from your graveyard to your hand.)",,https://scryfall.com/card/sld/8/life-from-the-loam
146,5.0,"Nissa, Who Shakes the World",R,Planeswalker,4.49,3.88,4.05,2.6,0.15,0.66,54902.0,3.6,{3}{G}{G},"Whenever you tap a Forest for mana, add an additional{G}.+1: Put three +1/+1 counters on up to one target noncreature land you control. Untap it. It becomes a 0/0 Elemental creature with vigilance and haste that’s still a land.−8: You get an emblem with “Lands you control have indestructible.” Search your library for any number of Forest cards, put them onto the battlefield tapped, then shuffle.",Loyalty: 5,https://scryfall.com/card/sld/518/nissa-who-shakes-the-world
147,5.0,Defiler of Vigor,R,Creature,4.49,2.17,3.68,2.44,0.08,0.55,54652.0,3.5,{3}{G}{G},"TrampleAs an additional cost to cast green permanent spells, you may pay 2 life. Those spells cost{G}less to cast if you paid life this way. This effect reduces only the amount of green mana you pay.Whenever you cast a green permanent spell, put a +1/+1 counter on each creature you control.",6/6,https://scryfall.com/card/dmu/160/defiler-of-vigor
148,2.0,Collector Ouphe,R,Creature,2.99,3.3,3.68,3.21,1.83,1.56,54370.0,3.5,{1}{G},Activated abilities of artifacts can’t be activated.,2/2,https://scryfall.com/card/plist/927/collector-ouphe
149,4.0,Arasta of the Endless Web,R,Creature,0.49,0.15,0.73,0.16,0.02,0.26,54094.0,3.5,{2}{G}{G},"ReachWhenever an opponent casts an instant or sorcery spell, create a 1/2 green Spider creature token with reach.",3/5,https://scryfall.com/card/cmm/885/arasta-of-the-endless-web
150,4.0,Conduit of Worlds,R,Artifact,3.99,3.23,3.68,1.92,0.03,0.29,53916.0,3.5,{2}{G}{G},"You may play lands from your graveyard.{T}: Choose target nonland permanent card in your graveyard. If you haven’t cast a spell this turn, you may cast that card. If you do, you can’t cast additional spells this turn. Activate only as a sorcery.",,https://scryfall.com/card/one/163/conduit-of-worlds
